ex_dividend_date,declaration_date,record_date,payment_date,amount
2026-03-23,2025-12-23,2026-03-23,2026-03-27,0.32769
2025-12-22,2025-12-19,2025-12-22,2025-12-26,0.32301
2025-09-22,2025-09-19,2025-09-22,2025-09-26,0.30245
2025-06-23,2025-06-20,2025-06-23,2025-06-27,0.3161
2025-03-24,2025-03-21,2025-03-24,2025-03-28,0.31763
2024-12-23,2024-12-20,2024-12-23,2024-12-27,0.31031
2024-09-23,2024-09-20,2024-09-23,2024-09-27,0.29987
2024-06-24,2024-06-21,2024-06-24,2024-06-28,0.3199
2024-03-18,2024-03-15,2024-03-19,2024-03-22,0.34537
2023-12-18,2023-12-15,2023-12-19,2023-12-22,0.38069
2023-09-18,2023-09-15,2023-09-19,2023-09-22,0.24483
2023-06-20,2023-06-16,2023-06-21,2023-06-23,0.21666
2023-03-20,2023-03-17,2023-03-21,2023-03-24,0.25433
2022-12-19,2022-12-16,2022-12-20,2022-12-23,0.27037
2022-09-19,2022-09-16,2022-09-20,2022-09-23,0.24535
2022-06-21,2022-06-17,2022-06-22,2022-06-30,0.2052
2022-03-21,2022-03-18,2022-03-22,2022-03-31,0.19362
2021-12-20,2021-12-17,2021-12-21,2021-12-31,0.14881
2021-09-20,2021-09-17,2021-09-21,2021-09-30,0.16624
2021-06-21,2021-06-18,2021-06-22,2021-06-30,0.1824
2021-03-22,2021-03-19,2021-03-23,2021-03-31,0.15749
2020-12-21,2020-12-18,2020-12-22,2020-12-31,0.20626
