ex_dividend_date,declaration_date,record_date,payment_date,amount
2026-04-01,2026-03-31,2026-04-01,2026-04-07,0.246905
2026-03-02,2026-02-27,2026-03-02,2026-03-05,0.222982
2026-02-02,2026-01-30,2026-02-02,2026-02-05,0.249955
2025-12-19,2025-12-18,2025-12-19,2025-12-24,0.254847
2025-12-01,2025-11-28,2025-12-01,2025-12-04,0.248818
2025-11-03,2025-10-31,2025-11-03,2025-11-06,0.262737
2025-10-01,2025-09-30,2025-10-01,2025-10-06,0.256251
2025-09-02,,,,0.258369
2025-08-01,2025-07-31,2025-08-01,2025-08-06,0.269837
2025-07-01,2025-06-30,2025-07-01,2025-07-07,0.264081
2025-06-02,2025-05-30,2025-06-02,2025-06-05,0.271801
2025-05-01,2025-04-30,2025-05-01,2025-05-06,0.259195
2025-04-01,2025-03-31,2025-04-01,2025-04-04,0.279789
2025-03-03,2025-02-28,2025-03-03,2025-03-06,0.25314
2025-02-03,2025-01-31,2025-02-03,2025-02-06,0.273496
2024-12-18,2024-06-24,2024-12-18,2024-12-23,0.280409
2024-12-02,2024-06-24,2024-12-02,2024-12-05,0.265297
2024-11-01,2024-06-24,2024-11-01,2024-11-06,0.283144
2024-10-01,2024-06-24,2024-10-01,2024-10-04,0.273029
2024-09-03,2024-06-24,2024-09-03,2024-09-06,0.288255
2024-08-01,2024-06-24,2024-08-01,2024-08-06,0.27246
2024-07-01,2024-06-24,2024-07-01,2024-07-05,0.270391
2024-06-03,2024-05-31,2024-06-03,2024-06-07,0.262128
2024-05-01,2024-04-30,2024-05-02,2024-05-07,0.261616
2024-04-01,2024-03-28,2024-04-02,2024-04-05,0.270467
2024-03-01,2024-02-29,2024-03-04,2024-03-07,0.240458
2024-02-01,2024-01-31,2024-02-02,2024-02-07,0.242118
2023-12-14,2023-12-13,2023-12-15,2023-12-20,0.259742
2023-12-01,2023-11-30,2023-12-04,2023-12-07,0.246988
2023-11-01,2023-10-31,2023-11-02,2023-11-07,0.230349
2023-10-02,2023-09-29,2023-10-03,2023-10-06,0.209062
2023-09-01,2023-08-31,2023-09-05,2023-09-08,0.205809
2023-08-01,2023-07-31,2023-08-02,2023-08-07,0.211834
2023-07-03,2023-06-30,2023-07-05,2023-07-10,0.206016
2023-06-01,2023-05-31,2023-06-02,2023-06-07,0.197052
2023-05-01,2023-04-28,2023-05-02,2023-05-05,0.191171
2023-04-03,2023-03-31,2023-04-04,2023-04-07,0.180173
2023-03-01,2023-02-28,2023-03-02,2023-03-07,0.162288
2023-02-01,2023-01-31,2023-02-02,2023-02-07,0.152447
2022-12-15,2022-12-14,2022-12-16,2022-12-21,0.180684
2022-12-01,2022-11-30,2022-12-02,2022-12-07,0.165441
2022-11-01,2022-10-31,2022-11-02,2022-11-07,0.14069
2022-10-03,2022-09-30,2022-10-04,2022-10-07,0.108023
2022-09-01,2022-08-31,2022-09-02,2022-09-08,0.100482
2022-08-01,2022-07-29,2022-08-02,2022-08-05,0.088246
2022-07-01,2022-06-30,2022-07-05,2022-07-08,0.078997
2022-06-01,2022-05-31,2022-06-02,2022-06-07,0.064745
2022-05-02,2022-04-29,2022-05-03,2022-05-06,0.043611
2022-04-01,2022-03-31,2022-04-04,2022-04-07,0.036305
2022-03-01,2022-02-28,2022-03-02,2022-03-07,0.025406
