ex_dividend_date,declaration_date,record_date,payment_date,amount
2026-03-27,2026-01-07,2026-03-27,2026-03-31,1.8724
2025-12-22,2025-04-03,2025-12-22,2025-12-24,1.771
2025-09-29,2025-01-16,2025-09-29,2025-10-01,1.74
2025-06-30,2025-01-16,2025-06-30,2025-07-02,1.7447
2025-03-27,2025-01-16,2025-03-27,2025-03-31,1.8121
2024-12-23,2024-03-05,2024-12-23,2024-12-26,1.7385
2024-09-27,2024-03-05,2024-09-27,2024-10-01,1.6386
2024-06-28,2024-03-05,2024-06-28,2024-07-02,1.7835
2024-03-22,2024-03-05,2024-03-25,2024-03-27,1.5429
2023-12-20,2023-03-15,2023-12-21,2023-12-26,1.8011
2023-09-28,2023-03-15,2023-09-29,2023-10-03,1.4925
2023-06-29,2023-03-15,2023-06-30,2023-07-05,1.5762
2023-03-24,2023-03-15,2023-03-27,2023-03-29,1.4874
2022-12-20,2022-12-16,2022-12-21,2022-12-23,1.6717
2022-09-28,2022-09-26,2022-09-29,2022-10-03,1.4692
2022-06-29,2022-06-27,2022-06-30,2022-07-05,1.4321
2022-03-24,2022-03-22,2022-03-25,2022-03-29,1.3737
2021-12-21,2021-12-17,2021-12-22,2021-12-27,1.5329
2021-09-29,2021-09-28,2021-09-30,2021-10-04,1.3084
2021-06-29,2021-06-25,2021-06-30,2021-07-02,1.3329
2021-03-26,2021-03-24,2021-03-29,2021-03-31,1.2625
2020-12-22,2020-12-18,2020-12-23,2020-12-28,1.3829
2020-09-29,2020-09-25,2020-09-30,2020-10-02,1.3085
2020-06-29,2020-06-25,2020-06-30,2020-07-02,1.4333
2020-03-10,,,,1.178
2019-12-23,,,,1.429
2019-09-26,,,,1.3014
2019-06-27,,,,1.3859
2019-03-21,,,,1.4551
2018-12-17,,,,1.289
2018-09-26,,,,1.2067
2018-06-28,,,,1.1573
2018-03-26,,,,1.0837
2017-12-26,,,,1.1839
2017-09-20,,,,1.176
2017-06-23,,,,1.01
2017-03-22,,,,0.998
2016-12-22,,,,1.296
2016-09-13,,,,0.883
2016-06-21,,,,0.953
2016-03-21,,,,1.006
2015-12-21,,,,1.092
2015-09-21,,,,0.953
2015-06-22,,,,0.902
2015-03-23,,,,0.984
2014-12-18,,,,1.026
2014-09-22,,,,0.876
2014-06-23,,,,0.809
2014-03-24,,,,0.779
2013-12-24,,,,0.914
2013-09-23,,,,0.393
2013-06-24,,,,0.369
2013-03-22,,,,0.335
2012-12-24,,,,0.47
2012-09-24,,,,0.343
2012-06-25,,,,0.32
2012-03-26,,,,0.285
2011-12-23,,,,0.343
2011-09-23,,,,0.29
2011-06-24,,,,0.285
2011-03-25,,,,0.268
2010-12-27,,,,0.263
2010-09-24,,,,0.279
