date,open,high,low,close,5. adjusted close,6. volume,7. dividend amount
2017-01-31,24.9900,25.7400,24.9550,25.3554,15.3608,154576,0.0000
2017-02-28,25.5900,26.7200,25.3799,26.3500,15.9633,67031,0.0000
2017-03-31,26.6500,26.7900,26.1040,26.1040,15.8985,211493,0.1393
2017-04-28,26.0280,26.5600,24.8000,26.3627,16.0560,65881,0.0000
2017-05-31,26.3900,26.8800,25.9500,26.4800,16.1275,46462,0.0000
2017-06-30,26.4800,26.7300,25.8200,25.9943,16.0194,44836,0.3113
2017-07-31,26.0900,27.3590,25.8800,26.5500,16.3618,74804,0.0000
2017-08-31,26.3800,26.8800,26.2300,26.6000,16.3927,67763,0.0000
2017-09-29,26.7021,27.1080,26.3500,26.6520,16.6197,23888,0.3156
2017-10-31,26.7800,27.6760,26.7400,27.6400,17.2357,18881,0.0000
2017-11-30,27.5180,28.2100,27.2000,28.1500,17.5538,15176,0.0000
2017-12-29,28.4350,29.4800,28.4350,29.0000,18.2978,44309,0.3440
2018-01-31,29.0530,30.5600,28.8900,30.0800,18.9792,76894,0.0000
2018-02-28,30.1600,30.3300,27.6000,29.3400,18.5123,60022,0.0000
2018-03-29,29.3400,29.4960,27.5300,27.8780,17.8020,41483,0.3321
2018-04-30,27.1500,28.5970,27.1500,28.1980,18.0063,47669,0.0000
2018-05-31,27.7650,28.8600,27.6000,28.2540,18.0421,34111,0.0000
2018-06-29,28.7800,29.7300,28.0100,28.3790,18.3383,39765,0.3350
2018-07-31,28.2500,29.5900,28.2200,29.2800,18.9953,50866,0.1152
2018-08-31,29.1200,31.0100,28.9000,29.4760,19.2027,146204,0.1239
2018-09-28,29.4660,30.5200,29.3600,30.0300,19.6451,67446,0.1251
2018-10-31,30.0930,30.2010,27.8400,28.6350,18.8178,55946,0.1293
2018-11-30,29.2500,29.5750,28.1100,29.1230,19.2243,38512,0.1309
2018-12-31,28.9100,29.5550,24.9100,26.7211,17.7157,74607,0.1157
2019-01-31,26.5800,28.2700,26.0860,28.0970,18.7126,100762,0.1270
2019-02-28,28.1200,29.2700,27.7400,28.8310,19.2896,110030,0.1332
2019-03-29,29.1600,29.5100,28.3900,29.1820,19.6144,124995,0.1334
2019-04-30,29.4900,29.8400,29.2860,29.7280,20.0731,106339,0.1360
2019-05-31,29.7220,29.7220,28.4200,28.4950,19.3296,59146,0.1330
2019-06-28,28.4100,30.4950,28.4100,30.1630,20.5555,116198,0.1390
2019-07-31,30.2850,31.0000,30.0000,30.3040,20.7466,67998,0.1408
2019-08-30,30.5850,30.5850,29.2700,30.1910,20.7627,70284,0.1365
2019-09-30,30.1000,32.6300,29.8100,30.4810,21.0592,158283,0.1404
2019-10-31,30.4300,30.8500,29.5400,30.3620,21.0731,122340,0.1400
2019-11-29,30.8900,32.8200,30.4200,31.1390,21.7113,134295,0.1430
2019-12-31,31.4200,32.1520,30.4800,30.7260,22.1267,132055,1.0040
2020-01-31,31.1300,31.6450,30.0600,30.0620,21.7470,281294,0.1389
2020-02-28,30.0500,31.0800,26.6600,27.2940,19.8381,245804,0.1371
2020-03-31,27.5550,29.4550,21.3860,24.7000,18.0329,297673,0.1095
2020-04-30,23.9600,28.1100,23.9300,27.7260,20.3331,200439,0.1246
2020-05-29,27.6500,28.5000,26.6500,28.3490,20.8825,207125,0.1260
