as_of_date,sector,weight
2026-04-17,Communication Services,0.071
2026-04-17,Consumer Discretionary,0.068
2026-04-17,Consumer Staples,0.036
2026-04-17,Energy,0.027
2026-04-17,Financials,0.075
2026-04-17,Health Care,0.064
2026-04-17,Industrials,0.062
2026-04-17,Materials,0.014
2026-04-17,Real Estate,0.0
2026-04-17,Technology,0.228
2026-04-17,Utilities,0.017
