sector,weight
Communication Services,0.032
Consumer Discretionary,0.13
Consumer Staples,0.06
Energy,0.078
Financials,0.232
Health Care,0.088
Industrials,0.128
Materials,0.0
Real Estate,0.0
Technology,0.14
Utilities,0.025
