date,open,high,low,close,volume
2015-09-30,1.35824000,1.39274000,0.55706200,0.73112200,20066770.70015104
2015-10-31,0.73864400,1.34505000,0.42089700,0.91874700,19873556.53723326
2015-11-30,0.91662700,1.10642000,0.72566500,0.87377700,26117533.44788363
2015-12-31,0.87311900,1.04537000,0.77048800,0.93343200,14397830.37727398
2016-01-31,0.93354200,2.83699000,0.92983500,2.30506000,96754077.04731342
2016-02-29,2.30604000,6.64741000,2.11631000,6.32308000,349302967.85590875
2016-03-31,6.33699000,15.25710000,6.30885000,11.40910000,903587223.82679605
2016-04-30,11.40350000,11.85040000,7.05898000,8.83251000,490386862.96849895
2016-05-31,8.81398000,15.04820000,8.43236000,14.06190000,857259681.69948506
2016-06-30,14.07730000,21.52270000,9.96364000,12.44210000,1199500797.19790435
2016-07-31,12.46150000,14.89890000,9.57626000,11.86800000,845394434.06310129
2016-08-31,11.87590000,12.45780000,8.20098000,11.68020000,508746662.33137465
2016-09-30,11.67240000,14.43410000,11.25240000,13.22860000,350608024.90285045
2016-10-31,13.22480000,13.53100000,9.56327000,10.96920000,308632558.01223928
2016-11-30,10.99820000,11.24540000,7.87573000,8.59007000,265253172.80403641
2016-12-31,8.58754000,8.86133000,5.97887000,7.96022000,388023196.38823056
2017-01-31,7.96910000,11.89090000,7.96910000,10.70930000,523420606.50467002
2017-02-28,10.72750000,16.05940000,10.55190000,15.86720000,439408172.91527891
2017-03-31,15.81720000,55.11470000,15.55890000,50.02470000,4284241900.54350519
2017-04-30,50.03730000,78.98260000,40.90110000,78.98260000,3004479765.39392138
2017-05-31,79.02120000,236.96500000,73.08660000,231.27700000,14298157223.97730255
2017-06-30,230.66900000,412.93100000,214.48000000,292.67800000,33959972054.52664185
2017-07-31,294.91600000,295.50900000,133.72300000,203.15100000,31055005544.90159225
2017-08-31,203.87100000,388.74800000,203.87100000,383.08500000,33113780302.47234726
2017-09-30,383.04200000,390.04400000,195.03500000,298.85433848,24275931095.38164902
2017-10-31,298.82686734,348.13390225,263.51868976,302.33390919,9980315042.82830429
2017-11-30,301.85626620,524.35628505,282.67060302,447.88900825,24614686301.85966110
2017-12-31,446.68746677,878.42963945,414.48577955,756.91229291,61814355707.03409576
2018-01-31,757.40746759,1570.12619999,733.33843950,1120.57901482,147117336167.35888672
2018-02-28,1124.94816059,1163.72059845,571.22234339,859.12622563,75468193929.61685181
2018-03-31,860.17261439,881.82175517,368.22080027,395.80418236,52025339331.27916718
2018-04-30,395.80708410,709.58882458,361.89152964,669.43903698,52606370595.01975250
2018-05-31,670.71667827,838.59730457,513.02147908,578.95797121,67039533042.71209717
2018-06-30,579.23674335,623.82766982,408.69303385,452.21057906,47591887782.39041138
2018-07-31,452.38005522,507.52028219,422.69535301,432.64500481,59766107782.57987213
2018-08-31,432.33280189,434.21833315,255.34387243,283.78083217,52490344851.04257965
2018-09-30,283.50866750,302.81094553,169.17015312,232.42222713,55191719163.61040497
2018-10-31,232.69261988,234.94930102,190.90807724,196.44116776,41527546936.35114288
2018-11-30,196.53003072,221.53356851,101.79609258,113.60557573,48305343113.51112366
2018-12-31,113.77900497,157.35408803,82.40942563,133.26031253,53694981520.94197083
2019-01-31,133.15591910,161.78113230,102.61644370,106.65134329,61559991734.78810120
2019-02-28,106.71837729,164.54564575,102.66112489,136.62137910,66116854299.26096344
2019-03-31,136.49269046,146.20579179,125.67988777,145.16910353,104849925641.97892761
2019-04-30,144.91153120,185.72556770,142.49173559,160.75256780,162832075811.45306396
2019-05-31,160.87129448,286.94859374,152.46029230,268.87296246,242249230272.50555420
2019-06-30,269.29582508,365.13300549,232.05449469,293.53924305,236248239089.85412598
2019-07-31,293.06009199,317.32262378,194.17766651,218.43752245,253309829771.52365112
2019-08-31,218.31966544,237.38210247,165.85165171,172.19564224,194811033634.45495605
2019-09-30,171.97151987,222.64939104,156.73366203,179.13534524,214649625276.04776001
2019-10-31,180.14039394,196.21207228,155.83832371,182.88661541,234548993208.22048950
2019-11-30,182.68583635,193.19165112,133.13178681,151.69359467,220319924284.84481812
2019-12-31,151.66773107,151.66773107,117.67392092,129.83525009,187006018675.95443726
2020-01-31,129.76884080,186.09446898,126.09144968,179.59500709,284728701696.33776855
2020-02-29,179.84459023,286.99532098,179.54101945,219.28118647,478018669043.06372070
2020-03-31,218.38246488,250.54197558,93.02837713,133.36476028,519614639440.45300293
2020-04-30,132.99424175,226.32419815,129.19735434,205.78114231,394462595200.01269531
2020-05-31,206.35871986,244.41125448,179.30287105,231.99681412,401391476312.84197998
2020-06-30,231.80169269,252.74067317,218.08657952,225.84011110,210914338019.02413940
2020-07-31,225.63131801,348.59326730,224.07272237,346.00670621,267941289893.53164673
2020-08-31,346.27814927,443.37401501,343.88057983,429.80093269,560724105162.26574707
2020-09-30,429.31888108,479.49187183,316.57927834,359.38050135,639019454094.33630371
2020-10-31,359.82032726,420.29072877,334.80704904,386.56342868,352291598620.20642090
2020-11-30,386.70835041,621.76809194,372.68177255,615.56451109,549107993799.53558350
2020-12-31,616.18353387,756.93100600,532.87409395,744.03743925,674188652592.36669922
2021-01-31,743.13465975,1463.06564496,718.06308912,1315.58763086,1860664530514.19116211
2021-02-28,1313.63897536,2024.82261784,1277.66888625,1415.20458806,1648772988328.17675781
2021-03-31,1419.50945034,1944.57503836,1417.70726609,1915.29476704,1247286141350.98657227
2021-04-30,1919.03058532,2798.51782886,1908.86124887,2773.60229967,1750044497891.99023438
2021-05-31,2775.42731577,4362.90585977,1752.62914223,2716.03424146,2361537186525.70556641
2021-06-30,2713.48675338,2890.51000000,1725.22494357,2278.55422753,1264753537748.19335938
2021-07-31,2276.91131543,2548.63874116,1728.21000000,2543.37379573,1046006847514.94433594
2021-08-31,2537.63279058,3454.71498532,2463.84000000,3441.68810000,1120446709706.43066406
2021-09-30,3439.52090000,4015.33080000,2718.18923351,3009.43570749,949919693300.77172852
2021-10-31,3007.80224723,4453.40662724,2988.68749429,4297.53169999,815417899774.28515625
2021-11-30,4295.12785649,4867.17359409,3946.24977397,4641.64568392,898285399170.10046387
2021-12-31,4637.11575058,4769.29409153,3620.62280495,3691.61115637,1034407201490.26879883
2022-01-31,3685.98636322,3888.93214139,2175.52013350,2689.51210141,695538926084.59436035
2022-02-28,2689.11643617,3275.13460000,2313.82225999,2938.11660000,581515027299.61450195
2022-03-31,2931.76870000,3476.49870047,2458.17772014,3287.19151705,676802508934.65393066
2022-04-30,3285.49260942,3573.31750000,2732.41810000,2737.42548627,829637904248.89306641
2022-05-31,2734.90873948,2962.58560000,1729.09180000,1964.27738856,990659404594.69384766
2022-06-30,1956.34298210,1981.38915933,897.01120563,1071.81629282,1089432795511.88671875
2022-07-31,1073.68646227,1788.05170000,1027.20428748,1691.13160000,1056465587048.56103516
2022-08-31,1691.58170000,2038.34400000,1441.08250000,1571.78130000,868347959314.62023926
2022-09-30,1572.81620000,1808.29960000,1237.38603505,1337.16927271,1059013965355.47180176
2022-10-31,1337.38361617,1644.76878059,1208.51100000,1573.62815438,712023181372.32116699
2022-11-30,1571.89805742,1662.09810000,1081.05330000,1296.26641358,754052795383.76171875
2022-12-31,1294.83589410,1349.09103344,1161.04400000,1197.48780000,415233030074.79357910
2023-01-31,1197.14440000,1678.16831334,1193.42220026,1594.59950000,567126119784.00000000
2023-02-28,1598.74210000,1729.71150000,1474.81010000,1604.53785587,664961431481.50683594
2023-03-31,1604.18085254,1848.19392724,1377.46740000,1819.03256114,1292820211010.63085938
2023-04-30,1819.39545261,2133.93646609,1764.68870000,1880.10520000,778001517669.35925293
2023-05-31,1871.40510000,2015.48970000,1748.26380000,1871.19840000,586303227848.39440918
2023-06-30,1872.38370000,1970.12400000,1635.04400000,1932.68580000,551980469784.51428223
2023-07-31,1932.10410000,2017.49470000,1837.16060000,1859.28840000,482059902305.81726074
