as_of_date,sector,weight
2026-04-17,Communication Services,0.0
2026-04-17,Consumer Discretionary,0.016
2026-04-17,Consumer Staples,0.0
2026-04-17,Energy,0.001
2026-04-17,Financials,0.0
2026-04-17,Health Care,0.0
2026-04-17,Industrials,0.003
2026-04-17,Materials,0.006
2026-04-17,Real Estate,0.007
2026-04-17,Technology,0.002
2026-04-17,Utilities,0.0
