as_of_date,sector,weight
2026-04-17,Communication Services,0.096
2026-04-17,Consumer Discretionary,0.133
2026-04-17,Consumer Staples,0.046
2026-04-17,Energy,0.044
2026-04-17,Financials,0.234
2026-04-17,Health Care,0.036
2026-04-17,Industrials,0.065
2026-04-17,Materials,0.065
2026-04-17,Technology,0.211
2026-04-17,Utilities,0.03
