as_of_date,sector,weight
2026-04-17,Communication Services,0.064
2026-04-17,Consumer Discretionary,0.06
2026-04-17,Consumer Staples,0.136
2026-04-17,Energy,0.097
2026-04-17,Financials,0.229
2026-04-17,Health Care,0.051
2026-04-17,Industrials,0.02
2026-04-17,Materials,0.051
2026-04-17,Real Estate,0.0
2026-04-17,Technology,0.032
2026-04-17,Utilities,0.246
