as_of_date,sector,weight
2026-04-17,Communication Services,0.005
2026-04-17,Consumer Discretionary,0.056
2026-04-17,Consumer Staples,0.106
2026-04-17,Energy,0.033
2026-04-17,Financials,0.194
2026-04-17,Health Care,0.167
2026-04-17,Industrials,0.119
2026-04-17,Materials,0.034
2026-04-17,Real Estate,0.0
2026-04-17,Technology,0.241
2026-04-17,Utilities,0.028
