as_of_date,sector,weight
2026-04-17,Communication Services,0.096
2026-04-17,Consumer Discretionary,0.099
2026-04-17,Consumer Staples,0.048
2026-04-17,Energy,0.04
2026-04-17,Financials,0.109
2026-04-17,Health Care,0.094
2026-04-17,Industrials,0.099
2026-04-17,Materials,0.021
2026-04-17,Real Estate,0.0
2026-04-17,Technology,0.311
2026-04-17,Utilities,0.024
