ex_dividend_date,declaration_date,record_date,payment_date,amount
2015-09-21,,,,0.08
2015-08-24,,,,0.06
2015-07-27,,,,0.02966
2015-06-22,,,,0.07453
2015-05-22,,,,0.05942
2015-04-20,,,,0.01994
2015-03-23,,,,0.06341
2015-02-23,,,,0.0665
2015-01-26,,,,0.01575
2014-12-29,,,,0.0094
2014-12-19,,,,0.06044
2014-11-21,,,,0.06152
2014-10-27,,,,0.02265
2014-09-22,,,,0.07
2014-08-25,,,,0.05
2014-07-21,,,,0.048
2014-06-23,,,,0.048
2014-05-23,,,,0.03563
2014-04-21,,,,0.0375
2014-03-24,,,,0.038
2014-02-24,,,,0.038
2014-01-27,,,,0.038
2013-12-24,,,,0.06574
2013-11-22,,,,0.038
2013-10-21,,,,0.038
2013-09-23,,,,0.038
2013-08-26,,,,0.038
2013-07-22,,,,0.038
2013-06-24,,,,0.038
