as_of_date,sector,weight
2026-04-17,Communication Services,0.094
2026-04-17,Consumer Discretionary,0.067
2026-04-17,Consumer Staples,0.048
2026-04-17,Energy,0.004
2026-04-17,Financials,0.001
2026-04-17,Health Care,0.029
2026-04-17,Industrials,0.021
2026-04-17,Materials,0.008
2026-04-17,Real Estate,0.0
2026-04-17,Technology,0.291
2026-04-17,Utilities,0.009
