sector,weight
Communication Services,0.046
Consumer Discretionary,0.159
Consumer Staples,0.032
Energy,0.081
Financials,0.214
Health Care,0.072
Industrials,0.13
Materials,0.07
Real Estate,0.0
Technology,0.088
Utilities,0.027
