as_of_date,sector,weight
2026-04-17,Communication Services,0.098
2026-04-17,Consumer Discretionary,0.106
2026-04-17,Consumer Staples,0.045
2026-04-17,Energy,0.028
2026-04-17,Financials,0.136
2026-04-17,Health Care,0.098
2026-04-17,Industrials,0.094
2026-04-17,Materials,0.0
2026-04-17,Technology,0.329
2026-04-17,Utilities,0.022
