date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2025-11-21,234.86,238.37,234.02,235.47,235.47,1759880,0.0,1.0
2025-11-24,234.9,240.37,234.89,239.07,239.07,2272161,0.0,1.0
2025-11-25,239.62,242.415,238.81,241.84,241.84,1142043,0.0,1.0
2025-11-26,242.5,245.54,241.86,243.63,243.63,1026970,0.0,1.0
2025-11-28,244.78,246.49,243.74,246.07,246.07,590112,0.0,1.0
2025-12-01,246.07,249.85,242.5,249.34,249.34,1706917,0.0,1.0
2025-12-02,249.24,250.0,246.56,246.83,246.83,1321389,0.0,1.0
2025-12-03,246.26,246.55,242.98,244.95,244.95,849613,0.0,1.0
2025-12-04,244.21,247.902,242.19,247.51,247.51,1014070,0.0,1.0
2025-12-05,247.7,251.34,246.835,247.88,247.88,1362734,0.0,1.0
2025-12-08,248.52,248.95,245.99,247.28,247.28,1084934,0.0,1.0
2025-12-09,247.0,249.5,246.23,248.73,248.73,1354249,0.0,1.0
2025-12-10,249.29,250.18,245.36,246.02,246.02,1150064,0.0000,1.0
2025-12-11,244.01,246.74,242.06,242.41,242.41,1478445,0.0000,1.0
2025-12-12,242.16,243.3,240.5,241.47,241.47,1529892,0.0000,1.0
2025-12-15,244.275,246.84,242.65,244.56,244.56,1888704,0.0000,1.0
2025-12-16,244.5,246.905,243.19,244.53,244.53,1526946,0.0000,1.0
2025-12-17,244.69,246.2,240.28,240.55,240.55,1564050,0.0000,1.0
2025-12-18,242.98,246.85,241.375,246.65,246.65,1810275,0.0000,1.0
2025-12-19,246.2,250.38,244.39,247.4,247.4,3905575,0.0000,1.0
2025-12-22,247.4,249.775,247.06,248.58,248.58,1084558,0.0000,1.0
2025-12-23,248.54,249.46,247.6601,249.23,249.23,648297,0.0000,1.0
2025-12-24,249.23,251.72,248.76,251.6,251.6,485848,0.0000,1.0
2025-12-26,250.74,256.29,249.835,256.09,256.09,920781,0.0000,1.0
2025-12-29,255.0,256.57,254.16,255.7,255.7,1076395,0.0000,1.0
2025-12-30,255.41,260.04,254.46,257.91,257.91,1073403,0.0000,1.0
2025-12-31,257.91,258.3913,255.91,256.03,256.03,808069,0.0000,1.0
2026-01-02,257.705,257.705,250.2,251.6,251.6,1317908,0.0000,1.0
2026-01-05,252.43,258.56,251.35,257.31,257.31,1109066,0.0000,1.0
2026-01-06,257.29,257.8,253.58,254.35,254.35,922213,0.0000,1.0
2026-01-07,253.66,257.15,251.275,256.67,256.67,1192763,0.0000,1.0
2026-01-08,256.94,257.91,250.585,252.38,252.38,1567917,0.0000,1.0
2026-01-09,252.71,254.8,249.34,250.71,250.71,1013642,0.0000,1.0
2026-01-12,249.04,251.21,245.74,248.92,248.92,1177392,0.0000,1.0
2026-01-13,248.94,250.49,244.77,247.49,247.49,1158730,0.0000,1.0
2026-01-14,246.68,246.75,241.51,245.49,245.49,1454993,0.0000,1.0
2026-01-15,245.48,246.0,242.55,244.34,244.34,1083942,0.0000,1.0
2026-01-16,244.97,245.03,239.0,240.14,240.14,1718381,0.0000,1.0
2026-01-20,239.0,242.92,237.0601,240.61,240.61,1343176,0.0000,1.0
2026-01-21,240.61,241.0,236.01,238.23,238.23,1267936,0.0000,1.0
2026-01-22,239.56,241.55,233.85,241.1,241.1,1625493,0.0000,1.0
2026-01-23,241.14,245.82,240.94,245.73,245.73,1175338,0.0000,1.0
2026-01-26,245.57,247.2,244.06,245.625,245.625,1204774,0.0000,1.0
2026-01-27,246.05,248.54,242.73,245.52,245.52,1172544,0.0000,1.0
2026-01-28,245.99,248.55,242.33,243.18,243.18,1554555,0.0000,1.0
2026-01-29,241.04,243.71,236.13,239.27,239.27,1907365,0.0000,1.0
2026-01-30,237.67,238.15,211.13,220.3,220.3,9097787,0.0000,1.0
2026-02-02,225.51,229.075,220.35,221.81,221.81,4345765,0.0000,1.0
2026-02-03,220.98,221.155,206.61,212.17,212.17,5198808,0.0000,1.0
2026-02-04,207.71,209.045,197.45,200.76,200.76,5743251,0.0000,1.0
2026-02-05,201.78,203.78,192.2,193.24,193.24,3995378,0.0000,1.0
2026-02-06,197.42,198.07,189.45,195.59,195.59,3100298,0.0000,1.0
2026-02-09,197.5,205.655,196.33,205.03,205.03,4129007,0.0000,1.0
2026-02-10,212.49,213.53,208.73,210.71,210.71,4145203,0.0000,1.0
2026-02-11,208.0,210.24,199.355,203.89,203.89,4207338,0.0000,1.0
2026-02-12,203.4,204.2,189.29,190.36,190.36,5020814,0.0000,1.0
2026-02-13,191.9,194.6762,188.65,193.67,193.67,2575441,0.0000,1.0
2026-02-17,193.65,196.83,191.88,193.87,193.87,2161142,0.0000,1.0
2026-02-18,194.73,200.09,193.89,199.13,199.13,1931048,0.0000,1.0
2026-02-19,199.03,204.5975,198.75,201.37,201.37,2139915,0.0000,1.0
2026-02-20,199.12,202.94,197.2,199.72,199.72,1872609,0.0000,1.0
2026-02-23,199.17,199.325,194.14,195.59,195.59,1963129,0.0000,1.0
2026-02-24,194.77,204.51,192.6253,204.19,204.19,1982500,0.0000,1.0
2026-02-25,204.85,207.98,202.84,207.31,207.31,2416646,0.0000,1.0
2026-02-26,207.76,214.15,207.75,213.29,213.29,2231344,0.0000,1.0
2026-02-27,210.305,213.68,209.37,211.48,211.48,2234881,0.0000,1.0
2026-03-02,209.002,215.96,208.78,213.88,213.88,1966833,0.0000,1.0
2026-03-03,209.78,221.08,208.51,217.05,217.05,2367209,0.0000,1.0
2026-03-04,217.92,219.45,211.32,215.77,215.77,2471005,0.0000,1.0
2026-03-05,213.09,216.17,210.815,212.53,212.53,2112584,0.0000,1.0
2026-03-06,210.815,212.46,208.69,211.5,211.5,1587398,0.0000,1.0
2026-03-09,208.69,214.84,208.009,214.63,214.63,1876667,0.0000,1.0
2026-03-10,214.77,216.0,207.8,209.08,209.08,1877769,0.0000,1.0
2026-03-11,209.13,211.64,207.5,211.09,211.09,1869308,0.0000,1.0
2026-03-12,210.68,212.81,208.17,209.2,209.2,1351925,0.0000,1.0
2026-03-13,209.33,210.35,203.9,208.58,208.58,1633770,0.0000,1.0
2026-03-16,209.46,212.02,207.45,207.69,207.69,2130108,0.0000,1.0
2026-03-17,209.06,213.0,206.44,206.72,206.72,1587559,0.0000,1.0
2026-03-18,204.8,208.9,203.62,204.22,204.22,1497487,0.0000,1.0
2026-03-19,203.4,206.38,199.55,201.75,201.75,1626306,0.0000,1.0
2026-03-20,200.71,202.39,198.02,200.63,200.63,3698629,0.0000,1.0
2026-03-23,201.34,203.44,199.19,200.84,200.84,1875860,0.0000,1.0
2026-03-24,199.57,199.92,191.0,191.37,191.37,2465176,0.0000,1.0
2026-03-25,194.06,195.89,188.2275,193.05,193.05,1931517,0.0000,1.0
2026-03-26,190.5,197.17,190.35,194.72,194.72,1677431,0.0000,1.0
2026-03-27,193.0,194.0,187.63,189.69,189.69,1867354,0.0000,1.0
2026-03-30,192.79,195.62,191.23,193.08,193.08,2086697,0.0000,1.0
2026-03-31,194.24,198.51,193.38,197.5,197.5,2085095,0.0000,1.0
2026-04-01,198.0,199.48,196.545,198.2,198.2,1349038,0.0000,1.0
2026-04-02,195.11,202.13,193.902,199.87,199.87,1473754,0.0000,1.0
2026-04-06,199.8,199.9157,193.79,196.69,196.69,1406014,0.0000,1.0
2026-04-07,195.84,198.63,193.94,198.33,198.33,1247536,0.0000,1.0
2026-04-08,202.82,205.11,201.13,202.13,202.13,1646865,0.0000,1.0
2026-04-09,201.01,201.21,197.59,198.05,198.05,1494150,0.0000,1.0
2026-04-10,197.4,199.21,194.51,197.07,197.07,1533057,0.0000,1.0
2026-04-13,197.48,202.19,196.01,201.36,201.36,2078839,0.0000,1.0
2026-04-14,202.52,207.84,202.26,205.1,205.1,1730988,0.0000,1.0
2026-04-15,207.66,215.37,206.58,214.15,214.15,1952039,0.0000,1.0
2026-04-16,216.73,217.05,212.745,213.93,213.93,1383970,0.0000,1.0
2026-04-17,217.92,218.7,211.72,212.04,212.04,1792384,0.0000,1.0
2026-04-20,212.14,216.95,210.78,216.85,216.85,1384276,0.0000,1.0
2026-04-21,218.0,219.865,215.73,217.65,217.65,1166004,0.0000,1.0
2026-04-22,219.09,221.22,216.68,218.19,218.19,1246534,0.0000,1.0
2026-04-23,215.01,215.01,206.45,209.9,209.9,1587851,0.0000,1.0
2026-04-24,210.99,211.0,207.8,210.75,210.75,1101844,0.0000,1.0
2026-04-27,209.23,216.35,208.75,213.77,213.77,1533257,0.0000,1.0
2026-04-28,213.05,215.79,211.26,213.01,213.01,929308,0.0000,1.0
2026-04-29,212.59,215.92,209.51,215.34,215.34,1028008,0.0000,1.0
2026-04-30,213.48,215.5,211.33,213.76,213.76,1430807,0.0000,1.0
2026-05-01,215.46,217.36,211.5845,216.03,216.03,1042443,0.0000,1.0
2026-05-04,219.35,227.02,218.21,225.18,225.18,2046323,0.0000,1.0
2026-05-05,226.0,226.4427,221.94,223.11,223.11,1310291,0.0000,1.0
