sector,weight
Communication Services,0.015384615384615385
Consumer Discretionary,0.025641025641025647
Consumer Staples,0.12820512820512822
Energy,0.08717948717948719
Financials,0.2307692307692308
Health Care,0.10769230769230771
Industrials,0.046153846153846156
Materials,0.05641025641025642
Real Estate,0.1384615384615385
Technology,0.005128205128205129
Utilities,0.158974358974359
