scenario,section,metric,value
none,backtest_metrics,cagr,0.06759149548516441
none,backtest_metrics,annualized_volatility,0.0955562705990836
none,backtest_metrics,sharpe_ratio,0.7302303227876802
none,backtest_metrics,sortino_ratio,0.9838756533709194
none,backtest_metrics,max_drawdown,-0.22400360745368653
none,backtest_metrics,cumulative_return,1.6674483864245007
none,backtest_metrics,beta,0.14432376416808385
none,backtest_metrics,tracking_error,0.28031072207803664
none,backtest_metrics,information_ratio,-0.42954661493813195
none,backtest_metrics,benchmark_correlation,0.47044835813262104
none,backtest_metrics,portfolio_value_at_retirement,2.6615599484071275
none,monte_carlo,prob_loss,0.0042
none,monte_carlo,prob_underperform_benchmark,1.0
none,monte_carlo,prob_outperform_benchmark,0.0
none,monte_carlo,drawdown_p5,-0.31747789423979517
none,monte_carlo,drawdown_p1,-0.39170955446771366
none,monte_carlo,prob_blowup,0.0
none,monte_carlo,prob_strategy_a_better,0.0
none,monte_carlo,terminal_value_p10,1.679141524045486
none,monte_carlo,terminal_value_p50,2.5662400573498534
none,monte_carlo,terminal_value_p90,3.8039499221547026
none,monte_carlo,cagr_p10,0.03593758912304084
none,monte_carlo,cagr_p50,0.06519248877669093
none,monte_carlo,cagr_p90,0.09405059948716057
none,monte_carlo,var_95,-0.4764800551989139
none,monte_carlo,cvar_95,-0.27895309061154355
none,monte_carlo,var_99,-0.14045236658236368
none,monte_carlo,cvar_99,0.00034273330954760485
