period,mean,p10,p50,p90
135,2.099430710015605,1.403140474053744,2.028482173331952,2.877890915198627
136,2.110483018669321,1.4147170194975531,2.040389485591515,2.8912833833818206
137,2.122745626031481,1.4259466602616697,2.0514537504991592,2.9159840866799165
138,2.134364854311856,1.4266007735894575,2.06196158149542,2.9294611547798772
139,2.147083043393302,1.4316885056658015,2.071329041140355,2.9502525728060753
140,2.1594565331158933,1.4382455109179637,2.0859970571675683,2.976304246702289
141,2.1717302095463453,1.4442144862593342,2.100924083909489,2.9832896631476964
142,2.1862477759661427,1.4513669078940983,2.1135457198334375,3.0168780860230537
143,2.19967759242673,1.452597934225198,2.1219607363390436,3.035240648445581
144,2.2114278689206937,1.456634658012267,2.131000148623262,3.0700440244849645
145,2.2221071765879454,1.4622180936238398,2.1419557562291094,3.0775524567615706
146,2.233999372430169,1.460321265432386,2.156277956028547,3.085181150558775
147,2.244256320066682,1.4684517640188317,2.1656673613092847,3.10994914458414
148,2.25522063200929,1.4727459984988567,2.1860939848074885,3.1160848553699325
149,2.267128424714214,1.4833716777603383,2.192218315865648,3.1342129151829745
150,2.280055647840267,1.4922256000734824,2.199465104807347,3.1542741167587054
151,2.294320892408752,1.4989979038986418,2.214526104122972,3.175351765118469
152,2.307432082150565,1.501624124959064,2.226540699207826,3.205832193027227
153,2.3211655172303605,1.5062305383925982,2.235986279065213,3.240237493657403
154,2.3347422620245157,1.5226697476296012,2.252289775478234,3.256584258307319
155,2.3477569565669087,1.5277940877455811,2.2619163200122827,3.278477561333302
156,2.3590450030283203,1.5330616053142412,2.272115155498722,3.297593442863272
157,2.3705525031686245,1.5275039260730905,2.286214551063143,3.3260648961022
158,2.381296530988661,1.5283274436087964,2.295776891289026,3.339371223525019
159,2.3916832095749756,1.5353830468774607,2.3008505081393755,3.3552451106417482
160,2.4045504703536213,1.5494824928438353,2.316252323420445,3.372725373167618
161,2.418943105149963,1.548359392195542,2.32871683045662,3.385766099495938
162,2.4324366894414524,1.5599933372695989,2.347721443231531,3.410561793775381
163,2.446891355596148,1.5608277701147892,2.356111385324687,3.4275163697141826
164,2.461366233431149,1.568809802248631,2.3724278930213116,3.4670218777031154
165,2.4749069199972094,1.5766679945319204,2.3868514165823593,3.4898087302574834
166,2.490950073903162,1.5899274930635268,2.399479926713356,3.5113800391818404
167,2.5068706654117623,1.5975487043988585,2.4152490238686086,3.5270036995854173
168,2.5187071270136627,1.6088665880637303,2.42514280539592,3.5524647359466024
169,2.529409556519556,1.612464790051147,2.4320597822900942,3.565328422224313
170,2.5405424616745065,1.615487668966638,2.4432195676718473,3.585804327935674
171,2.554269440711555,1.6192248312438307,2.459560180742832,3.5958344980234616
172,2.5665454005214383,1.6142601280806488,2.4716487318097102,3.6169477306124853
173,2.580620487480351,1.6247496573328055,2.4818586817830104,3.6563847384984713
174,2.594750436735267,1.62952517054525,2.493656021372001,3.667268745912148
175,2.6099397288787687,1.6385016802499048,2.5000098717725905,3.7001102201023204
176,2.625608233954361,1.6530100642851242,2.51020751829926,3.7357880725433064
177,2.641146024193848,1.6552625170821194,2.5336678204462357,3.7630684776303243
178,2.6567110228342727,1.6701045330350346,2.5442142252987203,3.782361386050838
179,2.6741491345326107,1.679141524045486,2.5662400573498534,3.8039499221547026
