period,mean,p10,p50,p90
66,1.3441251593329877,1.0582446942678243,1.3403459966198117,1.627822097858977
67,1.351094337999691,1.0626682785183048,1.3485014496101795,1.6403687813980028
68,1.356672077840962,1.0626781065825255,1.3539072909025758,1.6466677421413933
69,1.363390681693772,1.0658702967115679,1.3615278278984881,1.657458408561573
70,1.3702482803858518,1.0691123823885837,1.367659999883851,1.671648030186384
71,1.3775860997095415,1.0732857296681229,1.3717700757440499,1.6834167933925375
72,1.3829306075243548,1.0787958338993544,1.379232054751382,1.6893647982731987
73,1.388012960566681,1.0779894680293816,1.3868273132836886,1.7006727610472319
74,1.3931490603477135,1.0794152014779175,1.3913326647686588,1.7094598218610406
75,1.3981273240288992,1.0841579085225992,1.39640912231277,1.713452090590313
76,1.4029703881513582,1.080863603479179,1.3995698099243947,1.7223929015342037
77,1.4090238983343413,1.0869827357280943,1.4065394405047902,1.7352361099545845
78,1.4154793220124005,1.0924612545799994,1.410198216801024,1.741650350638905
79,1.4224167150915794,1.0937054925450762,1.4191057385060009,1.7524219231965679
80,1.4295044100180334,1.0978673111601676,1.4254445469460224,1.7671042712920837
81,1.4359390779033534,1.0989350657817971,1.4307635122843705,1.7807599538064773
82,1.4426065012510525,1.1007346029814504,1.4373770792741438,1.7903955397909006
83,1.449257747101986,1.1084242335504635,1.4425788812846716,1.7992092767462036
84,1.455184049247391,1.1098197793286344,1.4513606582830705,1.8139666750327723
85,1.4607199995538986,1.1151605528461175,1.4557274465677603,1.8186736968040726
86,1.4657843197772573,1.1170535732115985,1.4584779243964876,1.828900259874966
87,1.471552898157986,1.119054319263246,1.4624215971549415,1.8372999021415803
88,1.477856352440528,1.1224262906546707,1.468941992548767,1.8439110808975179
89,1.4844101604749278,1.1264759523131271,1.4725240817023146,1.857426427283346
90,1.4905317131854934,1.1265289112645758,1.4822476066994443,1.8661934626723102
91,1.4970315783374568,1.1230000243894338,1.489192302149212,1.8742989094954812
92,1.5031520249304053,1.1259133982344491,1.4928960691237847,1.8839377574201814
93,1.510796401618148,1.1288523087830435,1.4976578423116802,1.8985114560869794
94,1.5181359774271697,1.1326464537566985,1.5052201959447236,1.913562513719204
95,1.5251760337859843,1.1374589138212454,1.5133167737526345,1.925102734558621
96,1.531300299394991,1.1383179712763298,1.5181194549294772,1.9383620789380702
97,1.5374144978832458,1.1441644647061346,1.525374481431147,1.943542801124788
98,1.5431000814599343,1.1478773361272312,1.5311009159642581,1.9514983538338202
99,1.5486451322237178,1.1487584703006193,1.5342830844932835,1.9649943298298156
100,1.555846036737903,1.1510614919598752,1.5410744110470143,1.9747602163129339
101,1.562968508626752,1.1539510528646504,1.547035624589194,1.984386036079525
102,1.5707520033878926,1.1592913015786934,1.5571454559391666,1.9935208169173189
103,1.5787011686473138,1.1591195283732074,1.5634856146698284,2.0085946370185943
104,1.5857528469102453,1.1671733884664703,1.5727848355170457,2.0180026656732064
105,1.5935199089149497,1.1701903436791108,1.579094278691283,2.0288198415954186
106,1.601614617293613,1.1766744477310727,1.5873568718075675,2.0473087611803082
107,1.6091932119119128,1.1793066117626705,1.5935878236894885,2.05698772740373
108,1.6158493435966539,1.1841177728263104,1.599302653883197,2.0665962085500515
109,1.6216367852029139,1.184671190962137,1.6040803575938107,2.075909709520957
110,1.6282468916196193,1.1870953436823737,1.6084107808469723,2.08390813348577
111,1.634715512243888,1.193571924722521,1.615518056534374,2.0912882354079443
112,1.6409208027099742,1.1961904561648202,1.6190031578120556,2.104155187150779
113,1.648476754923004,1.197921959372232,1.6253630819162819,2.1166262622482535
114,1.6556646231684138,1.2032187573047715,1.6332116869679698,2.127558396028317
115,1.6639499004540117,1.209565413821935,1.642289814388512,2.142052553627845
116,1.6721397994377651,1.2083506952212681,1.651611926640523,2.161924333000578
117,1.6791122601508957,1.2137239296112465,1.6579939994622914,2.174101062563174
118,1.6873106052446196,1.2165566056861652,1.6639647747938269,2.1879439416216764
119,1.6952889948258107,1.222647740191853,1.6726542298018559,2.1984299334041033
120,1.7018527214558945,1.2304541223098233,1.6803145676370712,2.205173704451602
121,1.7082614693285267,1.2314879662623486,1.6872777029334387,2.2102437355999762
122,1.7153056394752155,1.2368760212797234,1.6923396214556499,2.2197856718952154
123,1.722692448233751,1.2412650340752025,1.7003548696142188,2.2306102332560704
124,1.7300367277101956,1.2508447624609622,1.7047320061922933,2.2443532075945445
125,1.7367909012376284,1.2493825806870047,1.7105615028348444,2.2515388499172797
126,1.7449306162682834,1.2546736471621056,1.7214022839085033,2.2745595114179045
127,1.7539531672143247,1.2586853124719986,1.7284261993263716,2.281770968273184
128,1.76150468761696,1.2616786488460063,1.7367410617048873,2.294132682765856
129,1.770162649058691,1.2646661117235318,1.7464834001391853,2.3049397101358964
130,1.7797084369960856,1.272433035295979,1.7495470719998734,2.323847058835538
131,1.787650625765835,1.2735201711568338,1.759247647633606,2.330140484432819
132,1.7938864060069166,1.2735858769494537,1.7681135752734927,2.3442863286649636
133,1.802169294863658,1.2811625863813796,1.7739719174410895,2.353691606395646
134,1.8091319947234559,1.287766726705266,1.7809656844006212,2.3725253996390583
135,1.8162073730935768,1.29014024714689,1.784893260728157,2.3852713091483664
136,1.8251524194486626,1.2927805473423464,1.7892331249344509,2.3960370558309716
137,1.8326209662469701,1.2920822786413872,1.7995787171651283,2.4126963940006516
138,1.8420982793397993,1.3017226953776735,1.8072139822486029,2.4287421653718306
139,1.8508281029920752,1.302916031837967,1.8191228355929394,2.440254592958593
140,1.8601176550308516,1.3058021408387455,1.8278736897261971,2.4552749911223577
141,1.8701425335298485,1.3108527853105736,1.835800565161264,2.468797737361337
142,1.8794762410530046,1.3193306771475641,1.8453171198316476,2.4828274318772583
143,1.887493653810726,1.3273211834959902,1.8563722923593835,2.4974231473914483
144,1.8947739211412506,1.328666089792778,1.8630751195255915,2.506161151763979
145,1.9020429711157332,1.3294926442128263,1.8658789099838435,2.5256089699899915
146,1.9097825551740686,1.3350865213260865,1.874830661106293,2.5367223348123384
147,1.916751923854887,1.3348923737420995,1.8862079997082595,2.540974758116989
148,1.9244515370079338,1.3433187156822797,1.8962753908352277,2.555678278222431
149,1.9343096845562089,1.3470903187688081,1.9008054366294824,2.570361887466832
150,1.9434883322137644,1.346133914889114,1.9112056086671634,2.586574221632923
151,1.9520775258804755,1.3525420592494064,1.9221315845860847,2.6000176525337997
152,1.9606111101765455,1.3566580713645737,1.9269125318839606,2.6094998195133545
153,1.9699508350036354,1.356872140338773,1.9381010246433517,2.6182113683304524
154,1.9804891988125117,1.3669142669933145,1.9450609013423108,2.6429954272513427
155,1.9904923946506257,1.3693585089082905,1.9545410243925103,2.648289987232116
156,1.9976278029369343,1.376771618046484,1.9574910003910189,2.658681301895605
157,2.00558028112937,1.3857348614326481,1.9680217798408077,2.667554310644332
158,2.012359217598653,1.3899493179540847,1.9718601619686869,2.6912339110022336
159,2.020104395167457,1.3936139819948128,1.9798600795600265,2.7108717862532425
160,2.028909810787199,1.39853747686401,1.987394315996811,2.7220104480646525
161,2.0384917984875357,1.3999572085828298,1.9980400278687487,2.733448611842452
162,2.0480817123652066,1.4074552065597903,2.0021915633684495,2.754496211028884
163,2.058118511117714,1.4129035296373453,2.0149686341590476,2.7720740375350306
164,2.06708678380233,1.4157510771802617,2.0237163340111612,2.7806667091010198
