date,asset,trade_weight_delta,trade_notional,action,price,quantity
2025-11-21,TQQQ,0.18099269009844787,0.13078228574731854,buy,47.48,0.0027544710561777284
2025-11-21,SPXL,-0.18099269009844787,-0.13078228574731854,sell,200.43,-0.0006525085353855138
