date,asset,trade_weight_delta,trade_notional,action,price,quantity
2025-09-30,TQQQ,0.008921695165693633,0.009120787774706063,buy,103.4,8.820877925247642e-05
2025-09-30,SPXL,-0.008921695165693633,-0.009120787774706063,sell,211.9,-4.3042887091581235e-05
2025-10-31,TQQQ,-0.016137018789724067,-0.018039915804591928,sell,116.72,-0.00015455719503591438
2025-10-31,SPXL,0.016137018789724122,0.01803991580459199,buy,224.24,8.044914290310377e-05
2025-12-31,TQQQ,0.1853486623861919,0.14870684262284625,buy,52.72,0.0028206912485365374
2025-12-31,SPXL,-0.18534866238619185,-0.1487068426228462,sell,220.61,-0.0006740711782006536
